Test Case,Avg Dispersion,Avg Distance to Goal,Avg Clustering Coefficient,Num Flocks
test_baseline,65.66921646035574,311.8800310517693,0.9990463250950361,1
test_baseline,70.07676105954624,155.13301985848946,0.9988839341159451,3
test_baseline,56.52730629105363,65.15919907685735,0.9990532034763404,1
test_000,105.24363069506525,6655.044670156751,0.9932532331762122,3
test_000,59.804436138536204,6560.225376769995,0.9981035171527542,1
test_000,91.3473687523455,6515.122194353525,0.9879120416480767,3
test_001,48.01365341940101,6538.302601551022,0.9978833665741629,1
test_001,278.56450648697506,6432.0643575865215,0.9493054154118491,2
test_001,279.24952620789315,5435.23419473726,0.9200902778028173,3
test_002,61.77476546118506,6591.476970643574,0.9982908444247631,1
test_002,95.51966426651663,6673.425059607883,0.9932029032964135,2
test_002,57.80479190958454,6616.576690027316,0.9980507918320204,2
test_003,64.11479496982855,6437.353901246711,0.9959887410180153,2
test_003,62.90624192214714,6250.002689007278,0.995945032621022,2
test_003,112.44436264354394,6440.5386026730075,0.9893497105851247,3
test_004,518.9312190978544,4704.774047315753,0.8338770798732243,4
test_004,50.25595772187423,7066.242341131523,0.9980850145518187,1
test_004,105.70659978962613,7291.993503069142,0.9935931345920319,2
test_005,327.9097014481659,7005.899922570904,0.9410023773169304,2
test_005,469.53734723550957,6040.403423478112,0.8531962926147904,3
test_005,41.58554512173144,3528.1845808527073,0.996297551699485,1
test_006,108.0697872008988,7353.117377766802,0.9911608303515119,2
test_006,247.82489806459077,7366.288079250228,0.9755126249949994,2
test_006,131.32622054645051,7353.601551047085,0.9879347890809755,2
test_007,48.45538139081958,7184.3728034136875,0.9975452760889313,1
test_007,169.52310036771777,3802.9359006909613,0.9306173845001101,3
test_007,977.8997037569452,6563.938354680029,0.7309630376745049,2
test_008,41.3242104182256,3765.2258232135628,0.9973666592195329,1
test_008,39.55097918623032,3107.681335977412,0.9971313329687908,1
test_008,39.56754195470663,2426.802153604633,0.9971261667443686,1
test_009,48.847099553697,6091.577860265191,0.9983912807315095,1
test_009,44.9322960247825,6094.773510260526,0.9980467732176563,1
test_009,41.2088083493149,5986.162837364957,0.998187476297649,1
test_010,556.1709090801088,6607.025067776573,0.9205165349375083,2
test_010,49.204624026369274,6748.392825713667,0.9987003688935766,1
test_010,401.94042813208955,6667.437938582541,0.9502418262964036,2
test_011,45.17950280413672,5988.493039233845,0.9983864613934114,1
test_011,48.34099109865851,5992.314615925232,0.9983198531568156,1
test_011,377.02644716783465,4648.611264425765,0.8576971299667061,2
test_012,35.67804002121661,2397.6944343611754,0.9974936435831356,1
test_012,114.71071458537726,4864.4219376859755,0.9497241195212195,4
test_012,36.72146674917342,2083.4888159856346,0.9973631107462677,1
test_013,46.06586046808987,1968.4125190020181,0.9958514202007566,2
test_013,42.14494331001678,5894.435561737154,0.9983619546302246,1
test_013,43.61357470101801,5680.75027280201,0.9982955914531566,1
test_014,41.20928312537706,2852.682046465199,0.9969880868705131,1
test_014,36.26540980576747,2111.2721383801086,0.9973210467396733,1
test_014,412.4396700748125,6767.651329736166,0.9258367046676003,4
test_015,46.15111543258183,2564.9315343244507,0.9981863875584499,1
test_015,61.582797966376226,2593.452782461536,0.9761988243728921,2
test_015,690.3624340823123,6158.558021480398,0.8209004987073025,2
test_016,47.08166536286625,7900.5390991757995,0.9979831892915895,1
test_016,214.1862539503438,7643.045006466412,0.9584608144514305,3
test_016,685.0371293382491,6511.77379376578,0.7821878400793228,2
test_017,42.99860506315349,7932.822269884857,0.998123571209217,1
test_017,757.1363925852199,6146.423082577498,0.7835536602131574,3
test_017,51.17006398877136,7922.59484181686,0.996372541331043,2
test_018,133.80382025904268,8101.1667906768,0.9888163037083205,2
test_018,140.22547976541068,8097.620606067678,0.990626045362725,2
test_018,61.50504383433932,7844.748858053599,0.9979355488851156,1
test_019,97.76964445535663,3003.1823540324554,0.9685560726056165,4
test_019,37.66243465021203,6662.460083653227,0.99748739473947,1
test_019,35.83235601996402,2254.098298739207,0.9978023184466763,1
test_020,590.8856251509848,8225.516071637148,0.8553391513957121,3
test_020,58.222665755526,3966.376961842209,0.9873398097898319,1
test_020,41.81124127505182,8971.728012306121,0.997860499410056,1
test_021,40.75913946465427,9171.484689002074,0.9980546893081297,1
test_021,33.12931654590206,2314.021266798411,0.996232779096139,1
test_021,32.45650473373472,2272.4150150030064,0.9967541988950379,1
test_022,118.55786478184388,9295.501255887842,0.9944817573005845,2
test_022,78.04409938309172,9318.028527668239,0.9971884125415558,3
test_022,188.93472849288574,9309.185019293844,0.9885447533225206,2
test_023,160.88758788848287,8911.278445033859,0.9750537457748809,2
test_023,781.3872401015914,8680.231192957337,0.8712182321351022,2
test_023,65.00225212153278,8973.14917697358,0.9959969825486644,2
test_024,36.476515456339584,3708.8913924400813,0.9967409506114309,1
test_024,33.353189951499594,4392.8816234251335,0.997377530336036,1
test_024,36.47979907732824,4302.884032707162,0.9973104212409504,1
test_025,36.89724653864651,7538.714222864366,0.9981943145777191,1
test_025,38.28346389006789,7453.869662079336,0.9981009436722247,1
test_025,45.3802240207481,7471.15645388746,0.9983419262304015,1
test_026,122.71582892321157,8017.2281612991355,0.99136142271667,2
test_026,743.3574169977643,7853.195523787883,0.90413536659497,2
test_026,54.52963144456722,8013.564992664188,0.9983541898998304,1
test_027,1114.0440253929614,7040.233168641841,0.6978127152958471,2
test_027,842.7029295904575,7036.340762081215,0.7967015728874607,2
test_027,898.4732729665961,7056.919522176341,0.7806025022089528,2
test_028,30.048694069102158,3712.760501759383,0.9972797228791082,1
test_028,36.75493950845422,5783.958195242776,0.9969382931391878,1
test_028,36.54900090547752,4561.236896055643,0.9969170169832641,1
test_029,126.11693607921191,4308.712803364075,0.9205158821676663,4
test_029,43.05556561182083,2972.3689186275733,0.996543149328755,1
test_029,62.2466393809917,4154.234450268025,0.9903246433257996,2
test_030,114.98638897236843,6780.341124103363,0.9604011177366323,2
test_030,36.94976898265322,5853.516280907006,0.9965088834054876,1
test_030,33.537574231040146,5526.200343237547,0.9971751291003331,1
test_031,40.558266066095975,3320.328635938861,0.9978247317568933,1
test_031,34.51585534816964,4242.403069366985,0.9980065281380571,1
test_031,338.43719788566364,4710.824578288767,0.8420416916033839,2
